budget,budget_by_millions,genre_id,id,original_language,original_title,popularity,release_date,month_of_release,revenue,revenue_by_millions,runtime,status,title,vote_average,vote_count
90000000,90,28,10528,en,Sherlock Holmes,57.834787,23/12/2009,12,524028679,524.028679,128,Released,Sherlock Holmes,7,5766
100000000,100,18,271969,en,Ben-Hur,29.608322,17/8/2016,8,94061311,94.061311,125,Released,Ben-Hur,5.3,621
120000000,120,16,10865,en,Atlantis: The Lost Empire,51.548589,2/6/2001,6,186053725,186.053725,95,Released,Atlantis: The Lost Empire,6.7,1224
0,0,12,258509,en,Alvin and the Chipmunks: The Road Chip,27.867368,17/12/2015,12,233755553,233.755553,92,Released,Alvin and the Chipmunks: The Road Chip,5.8,428
75000000,75,18,2253,en,Valkyrie,38.832842,25/12/2008,12,200276000,200.276,121,Released,Valkyrie,6.7,1173
90000000,90,35,10661,en,You Don't Mess with the Zohan,40.597344,5/6/2008,6,201596308,201.596308,113,Released,You Don't Mess with the Zohan,5.5,1048
88000000,88,28,257344,en,Pixels,140.849495,16/7/2015,7,243637091,243.637091,105,Released,Pixels,5.6,2513
100000000,100,18,644,en,A.I. Artificial Intelligence,34.035114,29/6/2001,6,235926552,235.926552,146,Released,A.I. Artificial Intelligence,6.8,1974
90000000,90,53,10756,en,The Haunted Mansion,16.302378,25/11/2003,11,182290266,182.290266,99,Released,The Haunted Mansion,5.2,466
90000000,90,18,686,en,Contact,55.249434,11/7/1997,7,171120329,171.120329,150,Released,Contact,7.2,1308
95000000,95,28,9383,en,Hollow Man,28.200874,4/8/2000,8,190213455,190.213455,112,Released,Hollow Man,5.6,634
80000000,80,80,179,en,The Interpreter,18.69984,8/4/2005,4,162944923,162.944923,128,Released,The Interpreter,6.2,392
90000000,90,12,76285,en,Percy Jackson: Sea of Monsters,40.262261,7/8/2013,8,174578751,174.578751,106,Released,Percy Jackson: Sea of Monsters,5.9,1648
95000000,95,28,1996,en,Lara Croft Tomb Raider: The Cradle of Life,56.811056,21/7/2003,7,156505388,156.505388,117,Released,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
90000000,90,28,291805,en,Now You See Me 2,51.535701,2/6/2016,6,334901337,334.901337,129,Released,Now You See Me 2,6.7,3235
68000000,68,53,10003,en,The Saint,20.913852,3/4/1997,4,118063304,118.063304,116,Released,The Saint,5.9,302
92000000,92,28,1535,en,Spy Game,27.166757,18/11/2001,11,143049560,143.04956,126,Released,Spy Game,6.8,579
90000000,90,87,2067,en,Mission to Mars,16.058284,10/3/2000,3,60874615,60.874615,114,Released,Mission to Mars,5.7,369
90000000,90,16,46195,en,Rio,46.200042,3/4/2011,4,484635760,484.63576,96,Released,Rio,6.5,2166
100000000,100,35,2277,en,Bicentennial Man,24.939295,17/12/1999,12,93700000,93.7,131,Released,Bicentennial Man,6.9,963
90000000,90,87,10357,en,Volcano,19.836124,25/4/1997,4,0,0,104,Released,Volcano,5.2,376
90000000,90,80,4477,en,The Devil's Own,15.350451,12/3/1997,3,140807547,140.807547,107,Released,The Devil's Own,5.9,290
100000000,100,18,8665,en,K-19: The Widowmaker,15.625949,19/7/2002,7,35168966,35.168966,138,Released,K-19: The Widowmaker,6.1,264
20000000,20,12,9387,en,Conan the Barbarian,31.802807,2/4/1982,4,79114085,79.114085,129,Released,Conan the Barbarian,6.6,650
88000000,88,10,921,en,Cinderella Man,24.100863,2/6/2005,6,108539911,108.539911,144,Released,Cinderella Man,7.3,616
90000000,90,14,49852,en,The Nutcracker: The Untold Story,3.593349,24/11/2010,11,16178959,16.178959,110,Released,The Nutcracker: The Untold Story,5.4,50
87000000,87,18,4464,en,Seabiscuit,14.824166,22/7/2003,7,148336445,148.336445,141,Released,Seabiscuit,6.7,216
92000000,92,28,664,en,Twister,32.079995,10/5/1996,5,494471524,494.471524,113,Released,Twister,6.1,950
90000000,90,12,8358,en,Cast Away,57.739713,22/12/2000,12,429632142,429.632142,143,Released,Cast Away,7.5,3218
100000000,100,16,9836,en,Happy Feet,37.272385,16/11/2006,11,384335608,384.335608,108,Released,Happy Feet,5.9,1410
75000000,75,28,2502,en,The Bourne Supremacy,53.213931,23/7/2004,7,288500217,288.500217,108,Released,The Bourne Supremacy,7.2,2825
85000000,85,28,9772,en,Air Force One,36.38795,25/7/1997,7,315156409,315.156409,124,Released,Air Force One,6.2,840
85000000,85,53,161,en,Ocean's Eleven,60.929352,7/12/2001,12,450717150,450.71715,116,Released,Ocean's Eleven,7.2,3783
75000000,75,12,52451,en,The Three Musketeers,36.605246,31/8/2011,8,132274484,132.274484,110,Released,The Three Musketeers,5.6,924
85000000,85,16,76492,en,Hotel Transylvania,56.257411,20/9/2012,9,358375603,358.375603,91,Released,Hotel Transylvania,6.8,2566
85000000,85,35,4523,en,Enchanted,29.21998,20/11/2007,11,340487652,340.487652,107,Released,Enchanted,6.6,1449
85000000,85,28,59961,en,Safe House,34.773106,9/2/2012,2,208076205,208.076205,115,Released,Safe House,6.3,1345
85000000,85,35,10481,en,102 Dalmatians,9.895061,7/10/2000,10,183611771,183.611771,100,Released,102 Dalmatians,5.1,313
75000000,75,28,59108,en,Tower Heist,36.743324,2/11/2011,11,152930623,152.930623,104,Released,Tower Heist,5.8,932
85000000,85,35,1581,en,The Holiday,44.967453,8/12/2006,12,194168700,194.1687,136,Released,The Holiday,6.7,1225
90000000,90,28,9798,en,Enemy of the State,41.207568,20/11/1998,11,250649836,250.649836,132,Released,Enemy of the State,6.7,1240
85000000,85,35,22897,en,It's Complicated,16.479851,23/12/2009,12,219103655,219.103655,121,Released,It's Complicated,6.2,360
85000000,85,80,298,en,Ocean's Thirteen,42.069993,7/6/2007,6,311312624,311.312624,122,Released,Ocean's Thirteen,6.5,1999
85000000,85,12,7484,en,Open Season,26.61951,29/9/2006,9,197309027,197.309027,83,Released,Open Season,6.1,656
85000000,85,12,157350,en,Divergent,80.316463,14/3/2014,3,288747895,288.747895,139,Released,Divergent,6.9,4663
68000000,68,10,853,en,Enemy at the Gates,41.273567,13/3/2001,3,96976270,96.97627,131,Released,Enemy at the Gates,7.2,999
85000000,85,12,10159,en,The Rundown,24.107835,26/9/2003,9,80916492,80.916492,104,Released,The Rundown,6.4,514
85000000,85,12,9593,en,Last Action Hero,32.044191,18/6/1993,6,137298489,137.298489,130,Released,Last Action Hero,6.1,712
85000000,85,18,1904,en,Memoirs of a Geisha,16.595874,6/12/2005,12,162242962,162.242962,145,Released,Memoirs of a Geisha,7.3,652
85000000,85,28,9615,en,The Fast and the Furious: Tokyo Drift,8.282876,3/6/2006,6,158468292,158.468292,104,Released,The Fast and the Furious: Tokyo Drift,6.1,1705
0,0,18,51052,en,Arthur Christmas,19.83683,22/2/2011,2,0,0,97,Released,Arthur Christmas,6.7,333
90000000,90,14,297,en,Meet Joe Black,36.069611,12/11/1998,11,142940100,142.9401,178,Released,Meet Joe Black,6.9,1147
85000000,85,28,9884,en,Collateral Damage,18.827753,6/2/2002,2,78382433,78.382433,108,Released,Collateral Damage,5.5,427
0,0,18,16858,en,All That Jazz,5.159407,20/12/1979,12,37823676,37.823676,123,Released,All That Jazz,7.3,85
85000000,85,12,62764,en,Mirror Mirror,48.126297,15/3/2012,3,183018522,183.018522,106,Released,Mirror Mirror,5.5,1114
60000000,60,28,22538,en,Scott Pilgrim vs. the World,38.885195,27/7/2010,7,47664559,47.664559,112,Released,Scott Pilgrim vs. the World,7.2,2126
60000000,60,28,9341,en,The Core,29.211255,28/3/2003,3,74208267,74.208267,136,Released,The Core,5.4,516
84000000,84,14,12107,en,Nutty Professor II: The Klumps,17.783361,27/7/2000,7,123307945,123.307945,106,Released,Nutty Professor II: The Klumps,4.7,332
84000000,84,96,9637,en,Scooby-Doo,31.435539,14/6/2002,6,275650703,275.650703,88,Released,Scooby-Doo,5.4,820
50000000,50,28,49049,en,Dredd,57.673932,7/9/2012,9,41037742,41.037742,95,Released,Dredd,6.6,1940
82500000,82.5,35,9339,en,Click,41.176631,22/6/2006,6,237681299,237.681299,107,Released,Click,6,2104
8000000,8,27,16281,en,Creepshow,13.661289,12/11/1982,11,21028755,21.028755,120,Released,Creepshow,6.7,226
85000000,85,35,39691,en,Cats & Dogs 2 : The Revenge of Kitty Galore,11.77398,30/7/2010,7,112483764,112.483764,82,Released,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119
85000000,85,12,8247,en,Jumper,21.218,10/2/2008,2,222231186,222.231186,88,Released,Jumper,5.9,1799
85000000,85,12,11253,en,Hellboy II: The Golden Army,58.57976,11/7/2008,7,160388063,160.388063,120,Released,Hellboy II: The Golden Army,6.5,1527
65000000,65,80,1949,en,Zodiac,51.970905,2/3/2007,3,84785914,84.785914,157,Released,Zodiac,7.3,2023
82000000,82,87,8452,en,The 6th Day,18.447479,17/11/2000,11,96085477,96.085477,123,Released,The 6th Day,5.7,595
80000000,80,14,310,en,Bruce Almighty,109.684788,23/5/2003,5,484572835,484.572835,101,Released,Bruce Almighty,6.4,3012
80000000,80,53,27578,en,The Expendables,77.580661,3/8/2010,8,274470394,274.470394,103,Released,The Expendables,6,2926
80000000,80,12,954,en,Mission: Impossible,75.290998,22/5/1996,5,457696359,457.696359,110,Released,Mission: Impossible,6.7,2631
75000000,75,87,70160,en,The Hunger Games,68.550698,12/3/2012,3,691210692,691.210692,142,Released,The Hunger Games,6.9,9455
80000000,80,35,45243,en,The Hangover Part II,58.040149,25/5/2011,5,254455986,254.455986,102,Released,The Hangover Part II,6.2,3739
80000000,80,28,364,en,Batman Returns,59.113174,19/6/1992,6,280000000,280,126,Released,Batman Returns,6.6,1673
80000000,80,35,7518,en,Over the Hedge,36.32705,22/4/2006,4,343397247,343.397247,83,Released,Over the Hedge,6.3,1074
80000000,80,16,11544,en,Lilo & Stitch,55.659988,21/6/2002,6,145771527,145.771527,85,Released,Lilo & Stitch,7.1,1314
85000000,85,35,9986,en,Charlotte's Web,14.132583,15/12/2006,12,144000000,144,97,Released,Charlotte's Web,5.8,288
75000000,75,28,8656,en,Deep Impact,34.070054,8/5/1998,5,140464664,140.464664,120,Released,Deep Impact,5.9,855
84000000,84,28,146216,en,RED 2,44.34333,18/7/2013,7,0,0,116,Released,RED 2,6.4,1526
82000000,82,35,9291,en,The Longest Yard,26.065735,19/5/2005,5,190320568,190.320568,113,Released,The Longest Yard,6.2,785
75000000,75,35,55301,en,Alvin and the Chipmunks: Chipwrecked,23.473004,14/12/2011,12,342695435,342.695435,87,Released,Alvin and the Chipmunks: Chipwrecked,5.4,484
80000000,80,35,109418,en,Grown Ups 2,45.589568,11/7/2013,7,246984278,246.984278,100,Released,Grown Ups 2,5.8,1155
80000000,80,28,11665,en,Get Smart,23.496054,19/6/2008,6,230685453,230.685453,110,Released,Get Smart,6,1051
80000000,80,18,6964,en,Something's Gotta Give,16.939441,12/12/2003,12,266728738,266.728738,128,Released,Something's Gotta Give,6.3,410
80000000,80,18,11324,en,Shutter Island,81.914696,18/2/2010,2,294804195,294.804195,138,Released,Shutter Island,7.8,6336
80000000,80,35,12193,en,Four Christmases,19.500893,26/11/2008,11,163733697,163.733697,88,Released,Four Christmases,5.3,331
75000000,75,16,9928,en,Robots,29.558157,10/3/2005,3,260696994,260.696994,91,Released,Robots,6,1333
80000000,80,28,754,en,Face/Off,46.075037,27/6/1997,6,245676146,245.676146,138,Released,Face/Off,6.8,1583
80000000,80,14,10202,en,Bedtime Stories,23.531721,24/12/2008,12,212874442,212.874442,99,Released,Bedtime Stories,5.9,901
80000000,80,53,4147,en,Road to Perdition,49.078546,12/7/2002,7,181001478,181.001478,117,Released,Road to Perdition,7.3,1077
80000000,80,10,50546,en,Just Go with It,37.02665,10/2/2011,2,214918407,214.918407,117,Released,Just Go with It,6.3,1543
75000000,75,28,1701,en,Con Air,45.154631,1/6/1997,6,224012234,224.012234,115,Released,Con Air,6.5,1270
80000000,80,96,13027,en,Eagle Eye,46.887983,25/9/2008,9,178066569,178.066569,118,Released,Eagle Eye,6.3,1018
79000000,79,18,2289,en,Cold Mountain,24.598479,24/12/2003,12,173013509,173.013509,154,Released,Cold Mountain,6.7,533
80000000,80,28,20504,en,The Book of Eli,32.363538,14/1/2010,1,157107755,157.107755,118,Released,The Book of Eli,6.6,2164
80000000,80,35,9574,en,Flubber,11.50396,26/11/1997,11,177977226,177.977226,93,Released,Flubber,5.3,695
80000000,80,27,11618,en,The Haunting,19.375768,23/7/1999,7,91188905,91.188905,113,Released,The Haunting,5.2,369
80000000,80,16,2300,en,Space Jam,36.125715,15/11/1996,11,250200000,250.2,88,Released,Space Jam,6.5,1288
0,0,28,12096,en,The Pink Panther,25.450534,18/1/2006,1,0,0,93,Released,The Pink Panther,5.6,550
80000000,80,18,10200,en,The Day the Earth Stood Still,41.890722,10/12/2008,12,233093859,233.093859,104,Released,The Day the Earth Stood Still,5.2,1043
75000000,75,28,8834,en,Conspiracy Theory,22.179658,7/8/1997,8,136982834,136.982834,135,Released,Conspiracy Theory,6.5,431
68000000,68,10,228150,en,Fury,139.575085,15/10/2014,10,211817906,211.817906,135,Released,Fury,7.4,3946
70000000,70,28,6068,en,Six Days Seven Nights,18.264635,12/6/1998,6,164000000,164,98,Released,Six Days Seven Nights,5.6,332
80000000,80,35,41515,en,Yogi Bear,11.187696,11/12/2010,12,201584141,201.584141,80,Released,Yogi Bear,5.2,220
80000000,80,37,9023,en,Spirit: Stallion of the Cimarron,41.670544,24/5/2002,5,122563539,122.563539,83,Released,Spirit: Stallion of the Cimarron,7.4,831
80000000,80,35,38317,en,Zookeeper,27.46264,6/7/2011,7,169852759,169.852759,102,Released,Zookeeper,5.3,498
80000000,80,12,2157,en,Lost in Space,17.455024,3/4/1998,4,136159423,136.159423,130,Released,Lost in Space,5,388
80000000,80,18,14462,en,The Manchurian Candidate,21.394281,30/7/2004,7,96105964,96.105964,129,Released,The Manchurian Candidate,6.2,393
0,0,10,161795,en,Déjà Vu,0.605645,22/4/1998,4,0,0,117,Released,Déjà Vu,8,1
80000000,80,16,159824,en,Hotel Transylvania 2,61.692197,21/9/2015,9,473226958,473.226958,89,Released,Hotel Transylvania 2,6.7,1497
80000000,80,16,49948,en,Fantasia 2000,14.530946,17/12/1999,12,90874570,90.87457,74,Released,Fantasia 2000,7,292
80000000,80,87,2135,en,The Time Machine,25.978555,4/3/2002,3,123729176,123.729176,96,Released,The Time Machine,5.8,631
90000000,90,28,9822,en,Mighty Joe Young,6.643778,25/12/1998,12,0,0,114,Released,Mighty Joe Young,5.9,208
102000000,102,28,9705,en,Swordfish,36.788745,7/6/2001,6,147080413,147.080413,99,Released,Swordfish,6.1,932
75000000,75,28,1656,en,The Legend of Zorro,31.054334,24/10/2005,10,142400065,142.400065,129,Released,The Legend of Zorro,5.9,893
85000000,85,18,12159,en,What Dreams May Come,21.891078,2/10/1998,10,71485043,71.485043,113,Released,What Dreams May Come,6.8,577
85000000,85,35,9678,en,Little Nicky,18.335992,10/11/2000,11,0,0,90,Released,Little Nicky,5.2,438
88000000,88,12,4442,en,The Brothers Grimm,40.138009,26/8/2005,8,105316267,105.316267,118,Released,The Brothers Grimm,5.6,818
70000000,70,35,75,en,Mars Attacks!,44.090535,12/12/1996,12,101371017,101.371017,106,Released,Mars Attacks!,6.1,1509
0,0,96,330770,fr,Évolution,3.300061,14/9/2015,9,0,0,81,Released,Evolution,6.4,47
0,0,28,9433,en,The Edge,20.632673,6/9/1997,9,43312294,43.312294,117,Released,The Edge,6.7,349
80000000,80,28,19959,en,Surrogates,36.664991,24/9/2009,9,122444772,122.444772,89,Released,Surrogates,5.9,1195
80000000,80,18,11973,en,Thirteen Days,18.26121,24/12/2000,12,34566746,34.566746,145,Released,Thirteen Days,6.9,189
80000000,80,28,11228,en,Daylight,16.681269,6/12/1996,12,159212469,159.212469,115,Released,Daylight,5.8,378
80000000,80,16,77951,en,Walking With Dinosaurs,10.088006,18/12/2013,12,126546518,126.546518,87,Released,Walking With Dinosaurs,5.2,133
44000000,44,28,5491,en,Battlefield Earth,7.89147,10/5/2000,5,21400000,21.4,118,Released,Battlefield Earth,3,255
80000000,80,16,10715,en,Looney Tunes: Back in Action,16.715631,14/11/2003,11,68514844,68.514844,90,Released,Looney Tunes: Back in Action,5.6,297
80000000,80,18,10197,en,Nine,9.357734,3/12/2009,12,53825515,53.825515,112,Released,Nine,5.1,165
80000000,80,28,9562,en,Timeline,11.22268,26/11/2003,11,19480739,19.480739,116,Released,Timeline,5.4,318
80000000,80,18,9922,en,The Postman,14.564667,25/12/1997,12,17626234,17.626234,177,Released,The Postman,6.1,299
90000000,90,12,9447,en,Babe: Pig in the City,11.356079,25/11/1998,11,69131860,69.13186,92,Released,Babe: Pig in the City,5.2,305
90000000,90,14,274854,en,The Last Witch Hunter,52.612025,21/10/2015,10,146936910,146.93691,106,Released,The Last Witch Hunter,5.7,1316
80000000,80,53,8870,en,Red Planet,13.800656,10/11/2000,11,33463969,33.463969,106,Released,Red Planet,5.4,267
86000000,86,12,9992,en,Arthur et les Minimoys,27.097932,13/12/2006,12,107944236,107.944236,94,Released,Arthur and the Invisibles,6,639
0,0,99,36970,en,Oceans,10.706613,17/10/2009,10,19406406,19.406406,84,Released,Oceans,7.3,111
80000000,80,53,10077,en,A Sound of Thunder,7.342892,15/5/2005,5,5989640,5.98964,110,Released,A Sound of Thunder,4.8,111
130000000,130,28,76649,en,Pompeii,50.561849,18/2/2014,2,117831631,117.831631,105,Released,Pompeii,5.2,1267
8000000,8,35,293644,es,Don Gato: El inicio de la pandilla,0.719996,30/10/2015,10,0,0,89,Released,Top Cat Begins,5.3,9
60000000,60,18,453,en,A Beautiful Mind,59.248437,11/12/2001,12,313542341,313.542341,135,Released,A Beautiful Mind,7.7,3009
45000000,45,10,8587,en,The Lion King,90.457886,23/6/1994,6,788241776,788.241776,89,Released,The Lion King,8,5376
79000000,79,12,72545,en,Journey 2: The Mysterious Island,40.723459,19/1/2012,1,355692760,355.69276,94,Released,Journey 2: The Mysterious Island,5.8,1030
78000000,78,16,109451,en,Cloudy with a Chance of Meatballs 2,41.247402,26/9/2013,9,248384621,248.384621,95,Released,Cloudy with a Chance of Meatballs 2,6.4,915
78000000,78,80,9533,en,Red Dragon,10.083905,29/9/2002,9,209196298,209.196298,124,Released,Red Dragon,6.7,1115
100000000,100,37,2023,en,Hidalgo,16.759252,5/3/2004,3,108103450,108.10345,136,Released,Hidalgo,6.5,318
79000000,79,35,71880,en,Jack and Jill,22.132418,11/11/2011,11,149673788,149.673788,91,Released,Jack and Jill,4.1,604
76000000,76,28,584,en,2 Fast 2 Furious,10.520961,5/6/2003,6,236350661,236.350661,107,Released,2 Fast 2 Furious,6.2,2028
64000000,64,12,309809,en,The Little Prince,35.384423,29/7/2015,7,97571250,97.57125,92,Released,The Little Prince,7.6,756
80000000,80,87,4858,en,The Invasion,15.673154,17/8/2007,8,15071514,15.071514,99,Released,The Invasion,5.7,359
76000000,76,28,17711,en,The Adventures of Rocky & Bullwinkle,8.981427,30/6/2000,6,35134820,35.13482,88,Released,The Adventures of Rocky & Bullwinkle,3.9,87
75000000,75,16,328111,en,The Secret Life of Pets,31.482872,18/6/2016,6,875958308,875.958308,87,Released,The Secret Life of Pets,5.9,3462
78000000,78,14,8698,en,The League of Extraordinary Gentlemen,47.436675,11/7/2003,7,179265204,179.265204,110,Released,The League of Extraordinary Gentlemen,5.7,1155
76000000,76,16,93456,en,Despicable Me 2,136.886704,25/6/2013,6,970761885,970.761885,98,Released,Despicable Me 2,7,4637
75000000,75,28,602,en,Independence Day,60.442593,25/6/1996,6,816969268,816.969268,145,Released,Independence Day,6.7,3260
73000000,73,12,330,en,The Lost World: Jurassic Park,2.502487,23/5/1997,5,229074524,229.074524,129,Released,The Lost World: Jurassic Park,6.2,2487
75000000,75,10,953,en,Madagascar,48.110909,25/5/2005,5,532680671,532.680671,86,Released,Madagascar,6.6,3237
76000000,76,18,9693,en,Children of Men,35.387874,22/9/2006,9,69959751,69.959751,109,Released,Children of Men,7.4,2071
75000000,75,12,36657,en,X-Men,4.66891,13/7/2000,7,296339527,296.339527,104,Released,X-Men,6.8,4097
75000000,75,28,8909,en,Wanted,73.82289,19/6/2008,6,258270008,258.270008,110,Released,Wanted,6.4,2528
75000000,75,28,9802,en,The Rock,51.469576,6/6/1996,6,335062621,335.062621,136,Released,The Rock,6.9,1456
80000000,80,16,950,en,Ice Age: The Meltdown,85.115058,23/3/2006,3,660940780,660.94078,91,Released,Ice Age: The Meltdown,6.5,2951
75000000,75,35,1824,en,50 First Dates,61.437586,13/2/2004,2,196482882,196.482882,99,Released,50 First Dates,6.6,2105
50000000,50,10,2976,en,Hairspray,31.160542,13/7/2007,7,90450008,90.450008,117,Released,Hairspray,6.5,709
80000000,80,27,11026,en,Exorcist: The Beginning,15.761384,20/8/2004,8,78000586,78.000586,114,Released,Exorcist: The Beginning,4.7,183
75000000,75,28,332,en,Inspector Gadget,17.561955,23/7/1999,7,0,0,78,Released,Inspector Gadget,4.3,318
75000000,75,53,75656,en,Now You See Me,71.124686,29/5/2013,5,117698894,117.698894,115,Released,Now You See Me,7.3,5487
80000000,80,35,38365,en,Grown Ups,38.864027,24/6/2010,6,271430189,271.430189,102,Released,Grown Ups,6,1705
60000000,60,35,594,en,The Terminal,57.753914,17/6/2004,6,219417255,219.417255,128,Released,The Terminal,7,1910
35000000,35,35,15189,en,Hotel for Dogs,13.25753,16/1/2009,1,73034460,73.03446,100,Released,Hotel for Dogs,5.7,202
75000000,75,28,11678,en,Vertical Limit,13.318744,8/12/2000,12,215663859,215.663859,124,Released,Vertical Limit,5.9,283
75000000,75,35,6538,en,Charlie Wilson's War,18.70031,19/12/2007,12,119000410,119.00041,102,Released,Charlie Wilson's War,6.5,338
75000000,75,16,10555,en,Shark Tale,47.094369,20/9/2004,9,367275019,367.275019,90,Released,Shark Tale,5.8,1557
70000000,70,18,1125,en,Dreamgirls,14.486311,25/12/2006,12,154937680,154.93768,134,Released,Dreamgirls,6.6,284
53000000,53,35,4551,en,Be Cool,18.61472,4/3/2005,3,95226116,95.226116,118,Released,Be Cool,5.4,292
70000000,70,18,612,en,Munich,29.035222,22/12/2005,12,130358911,130.358911,164,Released,Munich,6.9,696
70000000,70,28,9567,en,Tears of the Sun,27.055085,7/3/2003,3,85632458,85.632458,121,Released,Tears of the Sun,6.4,573
75000000,75,28,37821,en,Killers,23.004607,4/6/2010,6,98159963,98.159963,100,Released,Killers,5.7,772
75000000,75,35,203801,en,The Man from U.N.C.L.E.,48.744209,13/8/2015,8,108145109,108.145109,116,Released,The Man from U.N.C.L.E.,7.1,2265
80000000,80,35,2539,en,Spanglish,14.209329,17/12/2004,12,55041367,55.041367,130,Released,Spanglish,5.8,369
75000000,75,16,9297,en,Monster House,36.368839,21/7/2006,7,140175006,140.175006,91,Released,Monster House,6.3,874
75000000,75,28,3172,en,Bandits,24.353302,12/10/2001,10,67631903,67.631903,123,Released,Bandits,6.2,302
55000000,55,28,6520,en,First Knight,19.143321,7/7/1995,7,127600435,127.600435,134,Released,First Knight,5.9,311
75000000,75,18,1439,en,Anna and the King,13.327372,16/12/1999,12,0,0,148,Released,Anna and the King,6.4,197
75000000,75,14,37958,en,Immortals,37.917002,10/11/2011,11,226904017,226.904017,110,Released,Immortals,5.7,880
52000000,52,96,2026,en,Hostage,23.663713,9/3/2005,3,77944725,77.944725,113,Released,Hostage,6.2,512
75000000,75,16,7450,en,Titan A.E.,14.44381,16/6/2000,6,36754634,36.754634,94,Released,Titan A.E.,6.3,313
75000000,75,28,11375,en,Hollywood Homicide,10.605084,9/6/2003,6,51142659,51.142659,116,Released,Hollywood Homicide,5,166
75000000,75,28,9425,en,Soldier,11.873856,23/10/1998,10,14567883,14.567883,99,Released,Soldier,6.1,221
0,0,28,25769,en,Carriers,12.708963,4/9/2009,9,5802422,5.802422,84,Released,Carriers,5.8,282
75000000,75,12,23685,en,Monkeybone,8.098369,23/2/2001,2,5409517,5.409517,93,Released,Monkeybone,4.3,78
45000000,45,28,11866,en,Flight of the Phoenix,20.374308,17/12/2004,12,21009180,21.00918,113,Released,Flight of the Phoenix,5.7,276
75000000,75,87,9741,en,Unbreakable,42.006908,13/11/2000,11,248118121,248.118121,106,Released,Unbreakable,6.9,1946
74000000,74,10,211672,en,Minions,875.581305,17/6/2015,6,1156730962,1156.730962,91,Released,Minions,6.4,4571
82000000,82,28,23629,en,Sucker Punch,39.127082,24/3/2011,3,89792502,89.792502,110,Released,Sucker Punch,5.9,1623
73000000,73,80,8688,en,Snake Eyes,20.790703,7/8/1998,8,103891409,103.891409,98,Released,Snake Eyes,5.8,327
75000000,75,87,10153,en,Sphere,18.65988,13/2/1998,2,13100000,13.1,134,Released,Sphere,5.8,476
73000000,73,10,153518,en,The Angry Birds Movie,45.720894,11/5/2016,5,349779543,349.779543,97,Released,The Angry Birds Movie,5.9,1022
70000000,70,10,8676,en,Fool's Gold,21.789615,7/2/2008,2,111231041,111.231041,112,Released,Fool's Gold,5.4,444
75000000,75,35,20829,en,Funny People,20.199057,31/7/2009,7,61458982,61.458982,146,Released,Funny People,5.7,390
70000000,70,53,4349,en,The Kingdom,26.123705,22/8/2007,8,86658558,86.658558,110,Released,The Kingdom,6.5,513
72500000,72.5,35,9718,en,Talladega Nights: The Ballad of Ricky Bobby,12.599836,4/8/2006,8,162966177,162.966177,116,Released,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
70000000,70,35,10808,en,Dr. Dolittle 2,13.543053,22/6/2001,6,176104344,176.104344,87,Released,Dr. Dolittle 2,4.9,410
72000000,72,28,197,en,Braveheart,60.722162,24/5/1995,5,210000000,210,177,Released,Braveheart,7.7,3336
72000000,72,18,25,en,Jarhead,32.227223,4/11/2005,11,96889998,96.889998,125,Released,Jarhead,6.6,765
75000000,75,16,35,en,The Simpsons Movie,46.875375,25/7/2007,7,527068851,527.068851,87,Released,The Simpsons Movie,6.9,2264
72000000,72,18,11086,en,The Majestic,11.215702,21/12/2001,12,37317558,37.317558,152,Released,The Majestic,6.6,188
94000000,94,28,10477,en,Driven,8.468586,27/4/2001,4,54744738,54.744738,116,Released,Driven,4.5,179
74500000,74.5,12,1997,en,Deux frères,8.884318,7/4/2004,4,62172050,62.17205,109,Released,Two Brothers,6.9,180
60000000,60,18,6947,en,The Village,27.491891,30/7/2004,7,256697520,256.69752,108,Released,The Village,6.2,1071
71000000,71,35,3050,en,Doctor Dolittle,21.462935,22/6/1998,6,294456605,294.456605,85,Released,Doctor Dolittle,5.4,686
72000000,72,18,2675,en,Signs,28.848187,2/8/2002,8,408247917,408.247917,106,Released,Signs,6.4,1599
150000000,150,12,809,en,Shrek 2,47.320801,19/5/2004,5,919838758,919.838758,93,Released,Shrek 2,6.7,2988
120000000,120,16,920,en,Cars,82.643036,8/6/2006,6,461983149,461.983149,117,Released,Cars,6.6,3877
70000000,70,35,4806,en,Runaway Bride,20.230535,30/7/1999,7,309457509,309.457509,116,Released,Runaway Bride,5.7,455
70000000,70,28,7451,en,xXx,46.217769,9/8/2002,8,277448382,277.448382,124,Released,xXx,5.8,1424
74000000,74,16,228165,en,The SpongeBob Movie: Sponge Out of Water,36.952268,5/2/2015,2,311594032,311.594032,93,Released,The SpongeBob Movie: Sponge Out of Water,5.8,719
80000000,80,28,3595,en,Ransom,16.411345,8/11/1996,11,309492681,309.492681,117,Released,Ransom,6.4,470
70000000,70,18,16869,en,Inglourious Basterds,72.595961,18/8/2009,8,319131050,319.13105,153,Released,Inglourious Basterds,7.9,6430
70000000,70,12,879,en,Hook,33.648404,11/12/1991,12,300854823,300.854823,144,Released,Hook,6.6,1532
70000000,70,28,1573,en,Die Hard 2,57.69847,2/7/1990,7,240031094,240.031094,124,Released,Die Hard 2,6.6,1896
