platform_id,genre_id,age_rating_id,developer_id,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
7,4,1,6900000001,Electronic Arts,0.5,0.39,0,0.13,1.03,82,16,8.8,12,NuFX,E
3,5,0,0,Nintendo,0.68,0.31,0,0.04,1.03,,,,,,
2,7,0,0,Hudson Soft,0.18,0,0.85,0,1.03,,,,,,
19,3,3,8400000001,Nintendo,0.56,0.3,0.08,0.09,1.03,86,74,8.4,329,"Tantalus Interactive, Tantatus, Nintendo",T
6,3,1,6949484300004,Activision,0.44,0.42,0,0.17,1.03,77,36,7.7,30,Traveller's Tales,E10+
15,3,2,7700000001,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,8.5,3552,"Crystal Dynamics, Nixxes Software",M
13,10,3,8400000001,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93,12,8.5,46,Capcom,T
1,11,1,6900000001,Electronic Arts,0.61,0.32,0,0.1,1.03,78,28,8.6,28,Electronic Arts,E
4,1,1,6900000001,GSP,0.23,0.71,0,0.09,1.03,,,,,Avanquest Software,E
17,2,3,8400000001,Sony Computer Entertainment,0.16,0.57,0,0.29,1.02,79,58,8.8,39,Bigbig Studios,T
1,4,1,6900000001,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65,13,6.1,26,EA Canada,E
4,9,1,6900000001,Activision,0.67,0.26,0,0.09,1.02,,,,,Black Lantern Studios,E
1,4,1,6900000001,Electronic Arts,0.93,0.01,0,0.08,1.02,72,24,7,22,EA Salt Lake,E
1,10,3,8400000001,Atari,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,"Spike, Namco Bandai Games",T
20,5,1,6900000001,Activision,0.73,0.26,0.01,0.03,1.02,70,25,6.4,14,"Luxoflux, Inc.",E
18,4,1,6900000001,Take-Two Interactive,0.86,0.06,0,0.11,1.02,90,17,6.2,91,Visual Concepts,E
5,8,3,8400000001,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,"Red Storm Entertainment, Ubisoft Paris",T
6,5,1,6949484300004,Sega,0.56,0.32,0.01,0.14,1.02,54,24,7.9,130,Sonic Team,E10+
8,3,0,0,Capcom,0.39,0.12,0.49,0.02,1.02,,,,,,
13,3,0,0,Electronic Arts,0.57,0.39,0,0.07,1.02,,,,,,
1,3,1,6949484300004,Disney Interactive Studios,0.64,0.28,0,0.1,1.02,61,11,6,5,Eurocom Entertainment Software,E10+
1,1,1,6949484300004,Ubisoft,0.25,0.65,0,0.12,1.02,48,6,3.3,4,Longtail Studios,E10+
5,3,1,6949484300004,Activision,0.62,0.31,0,0.09,1.02,71,41,7.4,25,Traveller's Tales,E10+
4,9,1,6900000001,Ubisoft,0.51,0.4,0,0.11,1.02,,,9,4,Powerhead Games,E
5,8,2,7700000001,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84,83,7.6,439,"Epic Games, People Can Fly",M
6,5,1,6949484300004,Activision,0.43,0.42,0,0.17,1.02,83,31,5.3,33,Vicarious Visions,E10+
14,4,1,6900000001,Electronic Arts,0.97,0.03,0,0.03,1.02,83,27,8.7,6,EA Tiburon,E
11,5,1,6900000001,Sega,0.44,0.47,0.01,0.09,1.02,66,29,6.9,108,"Sega, Dimps Corporation",E
1,1,3,8400000001,MTV Games,0.93,0.01,0,0.08,1.02,92,10,7.7,45,Harmonix Music Systems,T
7,3,1,6900000001,Electronic Arts,0.5,0.39,0,0.13,1.02,70,29,8.7,29,EA Games,E
4,6,1,6900000001,Nintendo,0.56,0.05,0.37,0.04,1.02,80,40,8.2,89,Koei,E
1,5,1,6900000001,THQ,0.51,0.4,0,0.11,1.01,51,18,3.6,8,Heavy Iron Studios,E
13,7,0,0,Hasbro Interactive,0.56,0.38,0,0.07,1.01,,,,,,
1,10,3,8400000001,Tomy Corporation,0.44,0.46,0,0.11,1.01,74,23,8,27,8ing/Raizing,T
4,11,1,6900000001,Disney Interactive Studios,0.56,0.34,0.02,0.09,1.01,,,,,Hyde,E
5,9,3,8400000001,Atari,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101,Project Aces,T
1,3,3,8400000001,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,"Electronic Arts, Rebellion",T
8,4,0,0,Acclaim Entertainment,0.87,0.12,0,0.02,1.01,,,,,,
15,4,0,0,Eidos Interactive,0,0.93,0,0.08,1.01,,,,,,
22,2,0,0,Electronic Arts,0.33,0.45,0.01,0.22,1.01,,,,,,
5,3,2,7700000001,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81,74,8,302,"Team Ninja, Tecmo",M
5,3,2,7700000001,Ubisoft,0.58,0.34,0,0.09,1.01,72,32,7.3,318,Ubisoft,M
10,5,1,6949484300004,Ubisoft,0.22,0.64,0,0.16,1.01,90,16,8.5,525,Ubisoft Montpellier,E10+
4,1,0,0,Sega,0,0,1.01,0,1.01,,,,,,
5,3,3,8400000001,Ubisoft,0.54,0.34,0.02,0.1,1.01,81,73,7,189,Ubisoft Montreal,T
13,9,0,0,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86,5,8.3,10,Tecmo,
19,3,2,7700000001,Ubisoft,0.52,0.36,0.05,0.08,1.01,77,70,7.7,758,Ubisoft Montpellier,M
19,10,1,6949484300004,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,76,74,8,273,Bandai Namco Games,E10+
7,2,1,6900000001,Empire Interactive,0.49,0.38,0,0.13,1,51,5,8,8,Razorworks Studios,E
13,6,0,0,Capcom,0.29,0.19,0.46,0.07,1,,,,,,
1,8,1,6949484300004,Electronic Arts,0.93,0,0,0.07,1,67,12,4.5,6,EA Salt Lake,E10+
17,3,2,7700000001,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1,86,73,8.4,255,Ready at Dawn,M
7,10,0,0,Tecmo Koei,0.3,0.24,0.38,0.08,1,,,,,,
2,8,0,0,Capcom,0.65,0.14,0.21,0,1,,,,,,
3,1,0,0,Nintendo,0.63,0.25,0.09,0.03,1,,,,,,
12,2,0,0,Nintendo,0.65,0.15,0.19,0.01,1,,,,,,
2,4,0,0,Nintendo,0.41,0.1,0.47,0.02,1,,,,,,
7,1,0,0,Sammy Corporation,0,0,1,0,1,,,,,,
14,10,3,8400000001,Namco Bandai Games,0.78,0.18,0.03,0,1,92,39,8.9,54,Namco,T
5,4,0,0,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1,,,,,,
5,4,0,0,Konami Digital Entertainment,0.08,0.9,0.02,0,1,,,,,,
13,2,0,0,Electronic Arts,0.56,0.38,0,0.07,1,,,,,,
13,4,1,6900000001,Sony Computer Entertainment,0.56,0.38,0,0.07,1,73,10,,,989 Sports,E
13,4,0,0,Electronic Arts,0.55,0.38,0,0.07,1,,,,,,
7,3,3,8400000001,Tecmo Koei,0.13,0.1,0.74,0.03,1,72,16,9.3,54,Omega Force,T
6,5,1,6949484300004,Ubisoft,0.33,0.49,0.01,0.17,1,87,43,8.4,238,UBlart Montpellier,E10+
13,1,0,0,Sony Computer Entertainment,0.55,0.38,0,0.07,1,,,,,,
14,4,1,6900000001,Microsoft Game Studios,0.74,0.21,0,0.04,0.99,79,24,8.5,10,Microsoft Game Studios,E
5,1,1,6949484300004,Ubisoft,0.72,0.17,0,0.1,0.99,79,16,7.8,33,Ubisoft,E10+
5,4,1,6900000001,Electronic Arts,0.94,0,0,0.06,0.99,82,25,6.6,49,EA Sports,E
20,2,0,0,Vivendi Games,0.77,0.2,0,0.03,0.99,,,,,,
5,3,3,8400000001,THQ,0.72,0.2,0,0.08,0.99,85,60,7.6,88,Yuke's,T
4,5,1,6900000001,Nintendo,0.48,0.06,0.41,0.05,0.99,83,46,8.6,55,HAL Labs,E
6,8,2,7700000001,Ubisoft,0.49,0.33,0.02,0.15,0.99,55,65,6.5,294,Free Radical Design,M
13,5,3,8400000001,GT Interactive,0.55,0.38,0,0.06,0.99,88,13,9.1,69,Oddworld Inhabitants,T
7,3,3,8400000001,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66,20,8,35,DreamFactory,T
6,2,3,8400000001,Codemasters,0.27,0.52,0,0.19,0.99,87,63,8.2,94,Codemasters,T
6,1,3,8400000001,Activision,0.73,0.15,0,0.11,0.99,70,39,5,26,Neversoft Entertainment,T
20,5,1,6949484300004,Sega,0.76,0.2,0,0.03,0.99,51,22,6.6,120,Sonic Team,E10+
6,9,1,6900000001,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70,35,8.2,20,SCEE London Studio,E
4,11,3,8400000001,Capcom,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,Capcom,T
17,9,3,8400000001,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75,26,8.3,30,Project Aces,T
5,6,2,7700000001,Namco Bandai Games,0.64,0.27,0,0.09,0.99,89,66,8.4,1106,From Software,M
1,2,1,6900000001,THQ,0.61,0.29,0,0.09,0.99,58,7,,,Incinerator Games,E
4,7,1,6900000001,Ubisoft,0.16,0.78,0,0.04,0.99,71,5,,,Route 1 Games,E
17,2,3,8400000001,Take-Two Interactive,0.52,0.27,0,0.19,0.98,79,26,8.7,43,Rockstar London,T
17,4,1,6900000001,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80,17,6.8,11,Konami,E
4,9,1,6900000001,Electronic Arts,0.58,0.31,0,0.1,0.98,,,,,Electronic Arts,E
10,6,0,0,Square Enix,0.37,0.32,0.15,0.14,0.98,,,,,,
1,4,1,6900000001,Electronic Arts,0.23,0.64,0,0.11,0.98,75,21,6.2,17,EA Sports,E
6,6,3,8400000001,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,55,8.2,336,Namco Bandai Games,T
15,6,2,7700000001,Bethesda Softworks,0.02,0.88,0,0.08,0.98,91,48,7.9,3450,Bethesda Game Studios,M
9,1,1,6900000001,Nintendo,0.5,0.19,0.28,0.02,0.98,54,27,5.4,34,Hudson,E
2,7,0,0,Nintendo,0.62,0.13,0.21,0.02,0.98,,,,,,
4,12,1,6900000001,THQ,0.86,0.03,0.01,0.08,0.98,44,19,6.6,25,Altron,E
12,2,0,0,Electronic Arts,0.94,0.04,0,0.01,0.98,,,,,,
1,10,3,8400000001,THQ,0.38,0.5,0,0.11,0.98,59,13,5.9,18,Yuke's,T
16,8,0,0,Atari,0.91,0.06,0,0.01,0.98,,,,,,
5,3,2,7700000001,Electronic Arts,0.64,0.26,0,0.08,0.98,78,68,6.4,694,Visceral Games,M
7,6,3,8400000001,Unknown,0.29,0.23,0.38,0.08,0.98,86,23,7.7,113,KCET,T
6,1,0,0,Ubisoft,0.53,0.24,0.05,0.16,0.98,,,,,,
5,3,2,7700000001,Ubisoft,0.57,0.32,0.01,0.08,0.98,82,58,7.5,383,Ubisoft Toronto,M
7,4,1,6900000001,Electronic Arts,0.88,0,0,0.1,0.98,,,7.2,6,EA Tiburon,E
5,4,1,6900000001,Take-Two Interactive,0.88,0.02,0,0.08,0.97,82,46,7.6,34,Visual Concepts,E
14,4,1,6900000001,Electronic Arts,0.73,0.21,0,0.03,0.97,87,38,8.3,27,EA Sports,E
5,4,1,6900000001,Electronic Arts,0.85,0.02,0,0.1,0.97,,,5.1,12,EA Sports,E
15,3,2,7700000001,Take-Two Interactive,0,0.93,0,0.04,0.97,93,47,8.9,1841,Rockstar North,M
6,4,1,6900000001,Electronic Arts,0.89,0,0,0.08,0.97,81,31,5.3,33,EA Tiburon,E
9,12,1,6900000001,Nintendo,0.49,0.18,0.29,0.01,0.97,88,31,9.2,144,Intelligent Systems,E
5,3,2,7700000001,Electronic Arts,0.62,0.26,0,0.09,0.97,82,88,8,268,Double Fine Productions,M
6,3,1,6949484300004,Disney Interactive Studios,0.49,0.32,0,0.16,0.97,75,21,5.9,47,Avalanche Software,E10+
4,9,1,6900000001,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66,9,,,NanaOn-Sha,E
7,4,1,6900000001,Electronic Arts,0.47,0.37,0,0.12,0.97,85,19,7.6,53,EA Sports,E
7,3,2,7700000001,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75,37,7.9,67,Rockstar Leeds,M
4,3,0,0,Disney Interactive Studios,0.53,0.35,0,0.09,0.97,,,,,,
1,1,1,6900000001,THQ,0.86,0.04,0,0.06,0.97,,,7.6,5,THQ,E
14,4,1,6900000001,Electronic Arts,0.33,0.6,0,0.04,0.97,81,34,8.7,23,EA Canada,E
15,6,2,7700000001,Electronic Arts,0.4,0.44,0,0.12,0.97,89,23,5.5,5926,BioWare,M
4,2,1,6900000001,THQ,0.85,0.04,0,0.07,0.97,54,17,2.1,11,Helixe,E
1,1,1,6949484300004,Activision,0.59,0.29,0,0.09,0.97,79,20,6.6,15,Vicarious Visions,E10+
8,6,0,0,SquareSoft,0,0,0.97,0,0.97,,,,,,
5,3,1,6949484300004,Activision,0.53,0.34,0,0.1,0.97,78,35,5.2,53,Toys for Bob,E10+
16,5,0,0,Atari,0.9,0.05,0,0.01,0.97,,,,,,
5,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.51,0.37,0,0.09,0.97,77,35,7.9,39,Traveller's Tales,E10+
20,3,1,6949484300004,LucasArts,0.75,0.19,0,0.03,0.97,84,25,9.1,16,Traveller's Tales,E10+
13,8,3,8400000001,Electronic Arts,0.54,0.37,0,0.06,0.97,86,16,9,44,Dreamworks Interactive,T
7,6,3,8400000001,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87,41,9.1,174,Level 5,T
15,8,2,7700000001,Ubisoft,0.22,0.62,0,0.12,0.96,88,43,8.2,3183,Ubisoft Montreal,M
10,8,2,7700000001,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76,46,4.3,894,Turtle Rock Studios,M
6,3,2,7700000001,Electronic Arts,0.44,0.36,0,0.16,0.96,76,37,6.4,522,Visceral Games,M
1,6,0,0,Square Enix,0,0,0.96,0,0.96,,,,,Square Enix,
13,1,0,0,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96,,,,,,
13,9,0,0,Konami Digital Entertainment,0,0,0.9,0.06,0.96,,,,,,
12,10,0,0,GT Interactive,0.72,0.22,0,0.02,0.96,,,,,,
2,8,0,0,Hudson Soft,0.32,0.06,0.57,0.01,0.96,,,,,,
7,4,1,6900000001,Electronic Arts,0.47,0.37,0,0.12,0.96,85,22,8.1,9,EA Sports,E
15,9,1,6900000001,Focus Home Interactive,0,0.81,0,0.15,0.96,65,12,7.5,111,Giants Software,E
1,1,3,8400000001,Activision,0.47,0.4,0,0.09,0.96,77,26,7.5,17,"Vicarious Visions, Neversoft Entertainment",T
1,5,1,6900000001,THQ,0.49,0.37,0,0.1,0.96,82,48,8.6,73,Blue Tongue Entertainment,E
11,6,0,0,Square Enix,0,0,0.96,0,0.96,,,,,,
7,5,2,7700000001,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71,33,7.9,43,Overworks,M
14,10,2,7700000001,Midway Games,0.77,0.15,0,0.04,0.96,81,27,8.4,24,Midway,M
15,3,2,7700000001,Namco Bandai Games,0.25,0.56,0,0.14,0.96,88,76,8.5,4378,CD Projekt Red Studio,M
6,8,2,7700000001,505 Games,0.38,0.38,0.06,0.14,0.96,70,21,6.9,92,Rebellion,M
14,4,1,6900000001,Global Star,0.88,0.04,0,0.04,0.95,85,28,8.7,22,Visual Concepts,E
17,11,2,7700000001,Sony Computer Entertainment,0.3,0.43,0,0.22,0.95,52,47,6.7,18,SCEE London Studio,M
11,4,1,6900000001,Nintendo,0.26,0.29,0.34,0.05,0.95,69,58,6.9,110,Camelot Software Planning,E
11,9,1,6900000001,Nintendo,0.4,0.36,0.13,0.07,0.95,71,64,7.4,88,Monster Games Inc.,E
7,1,1,6900000001,Unknown,0.47,0.36,0,0.12,0.95,,,,,Atari,E
7,1,1,6900000001,Play It,0.8,0.03,0,0.13,0.95,60,8,7.7,11,Coresoft,E
4,4,1,6900000001,Ubisoft,0.3,0.54,0,0.11,0.95,63,4,7.6,7,Ubisoft Montreal,E
7,3,2,7700000001,Ubisoft,0.36,0.45,0,0.14,0.95,87,29,8.6,53,Ubisoft Montreal,M
5,5,1,6949484300004,Sega,0.54,0.32,0,0.09,0.95,60,50,7.8,238,Sonic Team,E10+
20,5,1,6900000001,THQ,0.74,0.19,0,0.03,0.95,71,10,8.6,34,Heavy Iron Studios,E
6,3,0,0,Disney Interactive Studios,0.46,0.33,0,0.16,0.95,,,,,,
6,3,3,8400000001,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74,69,7.3,540,SuperBot Entertainment,T
1,3,0,0,Warner Bros. Interactive Entertainment,0.84,0.04,0,0.07,0.95,,,,,,
1,3,0,0,Disney Interactive Studios,0.67,0.21,0,0.07,0.95,,,,,,
4,3,0,0,Capcom,0.39,0,0.53,0.03,0.95,,,,,,
6,3,1,6900000001,Konami Digital Entertainment,0.03,0.41,0.51,0,0.95,78,39,4.1,303,Konami,E
6,3,2,7700000001,Sega,0.15,0.13,0.63,0.05,0.95,78,59,8,177,Ryu ga Gotoku Studios,M
13,6,0,0,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,,,,,,
6,8,2,7700000001,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,6.9,156,Ubisoft Paris,M
7,12,3,8400000001,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75,20,8.4,12,Koei,T
6,2,3,8400000001,Ubisoft,0.24,0.52,0.01,0.18,0.95,79,53,7.7,114,Ubisoft Reflections,T
9,1,0,0,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95,,,,,,
13,4,0,0,Electronic Arts,0.53,0.36,0,0.06,0.95,,,,,,
4,3,1,6900000001,Koch Media,0.65,0.22,0,0.09,0.95,,,2.8,4,Monkey Bar Games,E
5,8,2,7700000001,Electronic Arts,0.62,0.24,0,0.09,0.95,73,79,7.3,126,EA Montreal,M
6,2,0,0,Sega,0.36,0.43,0,0.16,0.95,,,,,,
1,1,1,6949484300004,Ubisoft,0.41,0.46,0,0.08,0.95,,,,,Ubisoft,E10+
1,3,1,6949484300004,Activision,0.41,0.46,0,0.08,0.95,,,,,Toys for Bob,E10+
6,8,3,8400000001,Capcom,0.29,0.33,0.2,0.13,0.95,68,56,6.9,62,Capcom,T
6,3,1,6949484300004,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,73,42,7.1,34,Traveller's Tales,E10+
5,4,1,6900000001,Take-Two Interactive,0.79,0.05,0,0.1,0.94,,,3.2,24,Visual Concepts,E
7,8,2,7700000001,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94,70,67,7.4,254,Guerrilla,M
7,2,0,0,Codemasters,0.01,0.71,0.01,0.21,0.94,,,,,,
1,4,0,0,Disney Interactive Studios,0.54,0.32,0,0.08,0.94,,,,,,
20,5,1,6900000001,THQ,0.73,0.19,0,0.03,0.94,73,9,7.8,13,Heavy Iron Studios,E
11,8,1,6949484300004,Nintendo,0.48,0.27,0.13,0.06,0.94,81,65,8.2,231,Nintendo,E10+
13,1,0,0,GT Interactive,0.52,0.36,0,0.06,0.94,,,,,,
7,3,2,7700000001,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94,79,45,8.4,74,KCET,M
5,1,0,0,Ubisoft,0.69,0.16,0,0.09,0.94,,,,,,
6,3,2,7700000001,Ubisoft,0.34,0.39,0.06,0.15,0.94,84,27,7.7,314,Ubisoft Toronto,M
7,8,0,0,THQ,0.78,0.03,0,0.13,0.94,,,,,,
6,3,1,6949484300004,Activision,0.39,0.39,0,0.16,0.94,77,18,4.8,42,Toys for Bob,E10+
14,4,0,0,Electronic Arts,0.7,0.2,0,0.03,0.94,86,35,,,EA Sports,
13,6,0,0,SquareSoft,0.1,0.07,0.71,0.06,0.94,,,,,,
17,6,3,8400000001,Sega,0.19,0.06,0.63,0.05,0.94,64,38,7.8,19,Alfa System,T
6,10,3,8400000001,THQ,0.51,0.3,0.01,0.12,0.94,78,37,7,49,Yuke's,T
5,4,1,6900000001,Electronic Arts,0.87,0,0,0.07,0.94,83,26,6.7,37,EA Tiburon,E
6,3,2,7700000001,Electronic Arts,0.54,0.27,0,0.13,0.94,83,61,7.6,162,Double Fine Productions,M
1,4,1,6949484300004,Activision,0.69,0.17,0,0.08,0.94,47,15,4.5,21,Buzz Monkey,E10+
13,4,0,0,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94,,,,,,
7,3,3,8400000001,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87,69,9.1,293,Rockstar Vancouver,T
10,11,0,0,Square Enix,0.23,0.53,0.04,0.14,0.94,,,,,,
14,3,3,8400000001,Ubisoft,0.57,0.33,0,0.04,0.94,92,41,7.8,72,Ubisoft,T
7,4,0,0,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94,,,,,,
7,4,1,6900000001,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94,83,30,8.9,31,SCEA San Diego Studios,E
7,4,1,6900000001,Electronic Arts,0.46,0.36,0,0.12,0.93,79,20,6.8,18,EA Sports,E
6,10,3,8400000001,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,187,CyberConnect2,T
10,4,3,8400000001,Electronic Arts,0.29,0.49,0,0.15,0.93,79,38,6.2,157,EA Sports,T
4,9,1,6949484300004,Electronic Arts,0.81,0.05,0,0.07,0.93,70,13,6.1,24,Griptonite Games,E10+
9,1,0,0,N/A,0.67,0.25,0,0.02,0.93,,,,,,
14,4,3,8400000001,Activision,0.59,0.3,0,0.04,0.93,90,25,8.5,21,Neversoft Entertainment,T
18,6,2,7700000001,Electronic Arts,0.56,0.28,0,0.09,0.93,85,28,6.9,703,BioWare,M
6,6,3,8400000001,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,64,77,7.5,213,Level 5,T
6,1,3,8400000001,Sony Computer Entertainment,0.27,0.5,0,0.16,0.93,70,26,5.5,4,SCEE London Studio,T
9,2,0,0,THQ,0.67,0.25,0,0.02,0.93,,,,,,
16,3,0,0,Parker Bros.,0.87,0.05,0,0.01,0.93,,,,,,
11,3,1,6900000001,Nintendo,0.28,0.14,0.47,0.04,0.93,81,71,8.7,87,HAL Labs,E
12,5,0,0,Activision,0.71,0.2,0,0.01,0.93,,,,,,
2,5,0,0,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93,,,,,,
2,5,0,0,Capcom,0.51,0.09,0.32,0.01,0.93,,,,,,
1,1,3,8400000001,Activision,0.4,0.43,0,0.1,0.93,85,20,8.6,17,Neversoft Entertainment,T
9,3,1,6900000001,Unknown,0.67,0.25,0,0.02,0.93,71,16,8.8,8,Konami,E
5,3,2,7700000001,Sega,0.51,0.25,0.09,0.08,0.93,90,86,8,597,PlatinumGames,M
7,4,1,6900000001,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,SCEA,E
20,2,1,6900000001,THQ,0.72,0.19,0,0.03,0.93,71,21,7,5,Rainbow Studios,E
4,9,1,6900000001,Game Factory,0.85,0.01,0,0.07,0.93,61,11,4.8,5,Neko Entertainment,E
4,6,1,6949484300004,Square Enix,0.53,0.09,0.27,0.05,0.93,66,58,7,76,"Square Enix, h.a.n.d. Inc.",E10+
5,8,2,7700000001,Codemasters,0.36,0.45,0.02,0.1,0.93,77,47,7.8,112,Codemasters,M
4,6,0,0,Level 5,0,0,0.93,0,0.93,,,,,,
10,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,73,43,7.1,75,TT Games,E10+
5,1,1,6949484300004,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,Activision,E10+
13,2,1,6900000001,Ubisoft,0.52,0.35,0,0.06,0.93,66,8,,,UDS,E
6,8,2,7700000001,Ubisoft,0.44,0.34,0,0.15,0.93,76,48,8,70,Gearbox Software,M
6,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80,5,6.8,12,TT Games,E10+
15,3,2,7700000001,Ubisoft,0.28,0.53,0,0.12,0.93,80,21,6.2,1489,Ubisoft,M
15,8,2,7700000001,Take-Two Interactive,0.42,0.41,0,0.1,0.93,89,38,8.2,2482,Gearbox Software,M
7,3,1,6900000001,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92,59,29,8.7,31,KCE Studios,E
11,11,1,6900000001,Nintendo,0.17,0.2,0.53,0.03,0.92,71,27,7.5,21,h.a.n.d. Inc.,E
7,9,1,6900000001,Titus,0.45,0.35,0,0.12,0.92,63,17,3.3,9,Titus Software,E
5,4,1,6900000001,Electronic Arts,0.86,0,0,0.06,0.92,86,29,7.1,70,EA Tiburon,E
13,3,3,8400000001,Electronic Arts,0.51,0.35,0,0.06,0.92,61,11,6.7,44,Black Ops Entertainment,T
1,2,1,6900000001,THQ,0.83,0.03,0,0.07,0.92,65,13,,,Rainbow Studios,E
4,1,1,6900000001,THQ,0.69,0.16,0,0.07,0.92,,,,,ImaginEngine,E
4,11,3,8400000001,Capcom,0.44,0.05,0.39,0.05,0.92,81,53,9.2,203,Capcom,T
10,4,1,6900000001,Sony Computer Entertainment,0.68,0.08,0,0.17,0.92,80,44,7.8,190,SCEA San Diego Studios,E
6,6,2,7700000001,Ubisoft,0.43,0.34,0,0.16,0.92,85,31,8.5,575,Obsidian Entertainment,M
5,6,2,7700000001,Ubisoft,0.58,0.26,0,0.09,0.92,82,33,8.4,363,Obsidian Entertainment,M
13,4,0,0,Electronic Arts,0.51,0.35,0,0.06,0.92,,,,,,
13,4,0,0,Acclaim Entertainment,0.51,0.35,0,0.06,0.92,,,,,,
2,5,0,0,Nintendo,0.39,0.09,0.43,0.01,0.92,,,,,,
12,10,0,0,Electronic Arts,0.63,0.27,0,0.02,0.92,,,,,,
6,4,1,6900000001,Sony Computer Entertainment,0.86,0,0,0.06,0.92,87,23,7.5,75,SCEA San Diego Studios,E
17,3,1,6900000001,THQ,0.55,0.21,0,0.16,0.92,48,9,6.4,13,Tantalus Interactive,E
5,3,2,7700000001,Electronic Arts,0.63,0.2,0.02,0.07,0.92,73,71,7.7,224,Visceral Games,M
1,1,1,6949484300004,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,Nintendo,E10+
5,10,3,8400000001,THQ,0.58,0.26,0,0.08,0.92,79,47,7.1,34,Yuke's,T
20,2,1,6900000001,Sega,0.71,0.18,0,0.03,0.92,59,32,8,46,Sonic Team,E
7,2,0,0,Empire Interactive,0.45,0.35,0,0.12,0.92,,,,,,
13,10,0,0,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,,,,,,
5,6,3,8400000001,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,79,56,7.8,161,"Mistwalker, Artoon",T
6,1,0,0,Sony Computer Entertainment,0.16,0.57,0,0.19,0.91,,,,,,
11,3,1,6900000001,Marvelous Entertainment,0.41,0.17,0.3,0.05,0.91,74,21,8.2,62,Marvelous AQL,E
1,3,1,6949484300004,Activision,0.5,0.32,0,0.09,0.91,70,20,6.7,7,Xpec,E10+
7,4,0,0,Activision,0.45,0.35,0,0.12,0.91,,,,,,
1,4,0,0,Electronic Arts,0.28,0.51,0.02,0.11,0.91,,,,,,
6,4,1,6900000001,Electronic Arts,0.52,0.27,0,0.12,0.91,78,20,5.4,14,EA Canada,E
1,4,1,6900000001,Take-Two Interactive,0.76,0.09,0,0.06,0.91,,,,,High Voltage Software,E
7,4,3,8400000001,Electronic Arts,0.45,0.35,0,0.12,0.91,76,23,8.1,12,Electronic Arts,T
10,10,0,0,Warner Bros. Interactive Entertainment,0.46,0.3,0,0.16,0.91,,,,,,
5,12,3,8400000001,Ubisoft,0.58,0.24,0.01,0.09,0.91,77,63,7.2,53,Ubisoft Shanghai,T
